time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1577836800000,0.00190670,0.00191580,0.00190520,0.00191030,226837.99000000,1577858399999,433.40726169,5707,111690.63000000,213.38243926,0
1577858400000,0.00191030,0.00191460,0.00190070,0.00190600,169366.79000000,1577879999999,323.21488593,7508,86438.67000000,164.94452043,0
1577880000000,0.00190600,0.00191780,0.00190000,0.00190590,186282.18000000,1577901599999,355.97454883,8773,65520.60000000,125.20090432,0
1577901600000,0.00190600,0.00190710,0.00188540,0.00190350,205292.07000000,1577923199999,389.71242706,8550,100903.84000000,191.56133947,0
1577923200000,0.00190470,0.00190480,0.00189020,0.00189480,207947.95000000,1577944799999,394.64952593,6320,87592.91000000,166.19586758,0
1577944800000,0.00189490,0.00189610,0.00188230,0.00188810,182140.07000000,1577966399999,344.19850697,8398,96493.35000000,182.36166597,0
1577966400000,0.00188810,0.00188950,0.00186510,0.00187600,159090.65000000,1577987999999,298.84311827,11850,71537.99000000,134.39761122,0
1577988000000,0.00187600,0.00187800,0.00186480,0.00186720,84041.37000000,1578009599999,157.09224961,6968,41427.00000000,77.43734957,0
1578009600000,0.00186720,0.00190680,0.00186660,0.00187710,246934.86000000,1578031199999,465.42381964,16832,133564.21000000,251.78954457,0
1578031200000,0.00187710,0.00188270,0.00185400,0.00186280,106770.61000000,1578052799999,199.30463508,10904,43992.07000000,82.12784052,0
1578052800000,0.00186270,0.00187620,0.00185090,0.00185650,129178.47000000,1578074399999,240.75085911,10145,62075.97000000,115.68691080,0
1578074400000,0.00185650,0.00186590,0.00185260,0.00185930,106596.96000000,1578095999999,198.22453555,7625,52510.71000000,97.63757727,0
1578096000000,0.00185920,0.00186700,0.00185200,0.00186030,221155.80000000,1578117599999,411.33745802,7601,134908.09000000,250.99431303,0
1578117600000,0.00186040,0.00188700,0.00185830,0.00187730,235731.57000000,1578139199999,442.36983846,9602,143550.35000000,269.44559911,0
1578139200000,0.00187730,0.00187990,0.00186650,0.00187180,88797.51000000,1578160799999,166.36749784,6705,29958.10000000,56.10815226,0
1578160800000,0.00187200,0.00188060,0.00186700,0.00187640,271902.73000000,1578182399999,509.87626375,8547,100537.78000000,188.55749322,0
1578182400000,0.00187630,0.00188700,0.00186410,0.00188570,283349.82000000,1578203999999,530.86863903,9139,126445.81000000,236.90991458,0
1578204000000,0.00188570,0.00189400,0.00187860,0.00188390,136486.83000000,1578225599999,257.30977269,8856,59805.39000000,112.77142197,0
1578225600000,0.00188450,0.00191680,0.00188400,0.00191200,328345.67000000,1578247199999,625.66004541,11790,165453.85000000,315.30140275,0
1578247200000,0.00191180,0.00191600,0.00189500,0.00190870,308393.68000000,1578268799999,588.00409882,8784,140682.47000000,268.22007434,0
1578268800000,0.00190880,0.00191580,0.00190010,0.00190770,384662.52000000,1578290399999,734.34257182,11513,251891.90000000,480.94937881,0
1578290400000,0.00190760,0.00195500,0.00190530,0.00194770,199107.98000000,1578311999999,383.26926994,14577,108361.39000000,208.61741027,0
1578312000000,0.00194830,0.00195920,0.00192960,0.00194610,204774.65000000,1578333599999,397.98895166,12596,100911.25000000,196.17927780,0
1578333600000,0.00194600,0.00195600,0.00191230,0.00192770,301486.20000000,1578355199999,583.15947455,16492,128699.12000000,249.10725583,0
