time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1586491200000,0.00002989,0.00015397,0.00002989,0.00011248,14446628.00000000,1586505599999,1624.02668223,51874,6818182.00000000,768.08412333,0
1586505600000,0.00011247,0.00013760,0.00010690,0.00013500,7334191.00000000,1586519999999,902.28298193,33229,3795878.00000000,467.15469252,0
1586520000000,0.00013499,0.00019455,0.00013380,0.00018181,28097954.00000000,1586534399999,4601.77632756,107812,13848188.00000000,2269.09315098,0
1586534400000,0.00018126,0.00018199,0.00014522,0.00016278,12933705.00000000,1586548799999,2072.96245378,50525,6040495.00000000,969.09242504,0
1586548800000,0.00016260,0.00016635,0.00013125,0.00013792,6347218.00000000,1586563199999,955.79448445,23274,2848430.00000000,430.05565191,0
1586563200000,0.00013793,0.00015333,0.00012198,0.00014900,5971909.00000000,1586577599999,816.39905955,21296,2895075.00000000,396.75378564,0
1586577600000,0.00014900,0.00015280,0.00012368,0.00014638,7292141.00000000,1586591999999,1006.30618282,24282,3891504.00000000,539.88551312,0
1586592000000,0.00014637,0.00014753,0.00012847,0.00013647,4524990.00000000,1586606399999,625.71145326,22399,2047003.00000000,283.85295719,0
1586606400000,0.00013604,0.00013998,0.00012789,0.00013150,3886800.00000000,1586620799999,518.92191272,16281,1932099.00000000,258.63514622,0
1586620800000,0.00013110,0.00013500,0.00011705,0.00011762,3210833.00000000,1586635199999,404.79291037,12748,1132668.00000000,142.79764007,0
1586635200000,0.00011763,0.00012198,0.00011151,0.00011455,4335256.00000000,1586649599999,503.92847957,16589,1940990.00000000,225.85864839,0
1586649600000,0.00011467,0.00012442,0.00011042,0.00012400,3657539.00000000,1586663999999,426.14859884,14135,2242275.00000000,262.83700089,0
1586664000000,0.00012400,0.00013120,0.00012100,0.00012549,3437797.00000000,1586678399999,431.82550931,13911,1729576.00000000,217.60561039,0
1586678400000,0.00012548,0.00012579,0.00011400,0.00011648,2560090.00000000,1586692799999,302.37208157,11151,1095674.00000000,129.21506787,0
1586692800000,0.00011650,0.00012200,0.00011261,0.00011909,2567616.00000000,1586707199999,300.53963214,11517,1174651.00000000,137.76426833,0
1586707200000,0.00011908,0.00012855,0.00011464,0.00012318,4709461.00000000,1586721599999,577.55451493,20956,2394963.00000000,294.00796170,0
1586721600000,0.00012286,0.00013550,0.00012160,0.00012726,5051578.00000000,1586735999999,660.96055421,24105,2404240.00000000,315.40843784,0
1586736000000,0.00012772,0.00012822,0.00012040,0.00012143,1965756.00000000,1586750399999,242.73603250,8996,769700.00000000,95.25580202,0
1586750400000,0.00012143,0.00012350,0.00011500,0.00011853,1706788.00000000,1586764799999,202.15822805,9108,688383.00000000,81.80632040,0
1586764800000,0.00011832,0.00012535,0.00011800,0.00012271,1969963.00000000,1586779199999,241.98880407,7649,882219.00000000,108.62814891,0
1586779200000,0.00012246,0.00012399,0.00011701,0.00012240,2116776.00000000,1586793599999,253.46040303,9406,1002997.00000000,120.40583769,0
1586793600000,0.00012239,0.00012419,0.00011850,0.00011924,1968167.00000000,1586807999999,238.66738637,8305,1065659.00000000,129.68771388,0
1586808000000,0.00011925,0.00011966,0.00011300,0.00011375,1223074.00000000,1586822399999,142.35042235,6331,432716.00000000,50.39221629,0
1586822400000,0.00011357,0.00011650,0.00011182,0.00011277,880687.00000000,1586836799999,100.28955045,4338,400969.00000000,45.72434368,0
1586836800000,0.00011277,0.00011350,0.00010355,0.00010546,2112499.00000000,1586851199999,230.55528059,9508,755384.00000000,81.75139098,0
1586851200000,0.00010542,0.00010975,0.00010441,0.00010699,1479223.00000000,1586865599999,157.45628748,6676,649646.00000000,69.30594061,0
1586865600000,0.00010682,0.00010708,0.00010024,0.00010374,2404707.00000000,1586879999999,247.14383809,9716,1087206.00000000,111.72890886,0
1586880000000,0.00010343,0.00010439,0.00009742,0.00009970,1685850.00000000,1586894399999,168.71497518,8301,688187.00000000,68.87465031,0
1586894400000,0.00009984,0.00010020,0.00009105,0.00009700,4082987.00000000,1586908799999,389.14764090,14990,2086248.00000000,198.45459964,0
1586908800000,0.00009713,0.00010246,0.00009414,0.00010176,2166341.00000000,1586923199999,214.23484715,11477,1208601.00000000,119.86411375,0
1586923200000,0.00010177,0.00010193,0.00009602,0.00009654,936428.00000000,1586937599999,92.41805908,5211,365491.00000000,36.16618162,0
1586937600000,0.00009655,0.00010353,0.00009521,0.00010078,1358816.00000000,1586951999999,135.55709906,7398,719902.00000000,71.89660333,0
1586952000000,0.00010083,0.00010095,0.00009300,0.00009300,1201857.00000000,1586966399999,117.03600826,5952,377410.00000000,36.87902789,0
1586966400000,0.00009300,0.00009633,0.00009201,0.00009450,1104159.00000000,1586980799999,104.42769654,6262,507280.00000000,48.03177408,0
1586980800000,0.00009454,0.00010093,0.00009258,0.00009627,1645512.00000000,1586995199999,160.27088802,7729,934888.00000000,91.59749287,0
1586995200000,0.00009611,0.00010058,0.00009497,0.00010050,549190.00000000,1587009599999,53.60002450,3226,313315.00000000,30.72125169,0
1587009600000,0.00010058,0.00011365,0.00009850,0.00011061,8801114.00000000,1587023999999,945.40782741,27541,4815654.00000000,516.59670969,0
1587024000000,0.00011062,0.00011190,0.00010312,0.00010907,3842418.00000000,1587038399999,409.59692718,13984,1886666.00000000,201.26603419,0
1587038400000,0.00010909,0.00010965,0.00010320,0.00010392,1962856.00000000,1587052799999,208.40154539,9340,852914.00000000,90.66094314,0
1587052800000,0.00010379,0.00010390,0.00009711,0.00009869,1801763.00000000,1587067199999,181.50875293,10131,721916.00000000,72.83069737,0
1587067200000,0.00009869,0.00010048,0.00009600,0.00009725,902708.00000000,1587081599999,88.41575883,4895,341469.00000000,33.44228764,0
1587081600000,0.00009713,0.00010094,0.00009632,0.00009731,675732.00000000,1587095999999,66.79547590,3995,344276.00000000,34.09330010,0
1587096000000,0.00009732,0.00010052,0.00009612,0.00009788,909082.00000000,1587110399999,88.98509970,5221,346569.00000000,34.02600041,0
1587110400000,0.00009770,0.00009807,0.00009312,0.00009394,1097268.00000000,1587124799999,104.18378988,5091,401814.00000000,38.18733018,0
1587124800000,0.00009402,0.00009690,0.00009365,0.00009603,780896.00000000,1587139199999,74.49218441,4605,355893.00000000,33.98447375,0
1587139200000,0.00009639,0.00009650,0.00009427,0.00009460,431727.00000000,1587153599999,41.13767538,2872,176654.00000000,16.86977613,0
1587153600000,0.00009485,0.00009586,0.00009304,0.00009321,462462.00000000,1587167999999,43.62694573,2568,157172.00000000,14.85258231,0
1587168000000,0.00009325,0.00009644,0.00009313,0.00009468,454989.00000000,1587182399999,43.22777728,3418,225167.00000000,21.36487561,0
1587182400000,0.00009438,0.00009522,0.00009321,0.00009359,304450.00000000,1587196799999,28.69525742,1636,129878.00000000,12.26203630,0
1587196800000,0.00009359,0.00009517,0.00009352,0.00009380,377357.00000000,1587211199999,35.53502496,1674,191154.00000000,18.01828726,0
1587211200000,0.00009370,0.00009985,0.00009330,0.00009672,1720686.00000000,1587225599999,166.90621206,7499,828556.00000000,80.50156485,0
1587225600000,0.00009672,0.00009690,0.00009465,0.00009519,619877.00000000,1587239999999,59.30850022,2485,229209.00000000,21.93788318,0
1587240000000,0.00009521,0.00009536,0.00009310,0.00009348,517383.00000000,1587254399999,48.67554061,2795,172624.00000000,16.26432343,0
1587254400000,0.00009348,0.00009392,0.00008813,0.00009060,1267894.00000000,1587268799999,114.08823930,7769,557774.00000000,50.12638917,0
1587268800000,0.00009078,0.00009140,0.00008897,0.00008952,456371.00000000,1587283199999,41.10605088,2395,188834.00000000,17.02996122,0
1587283200000,0.00008943,0.00009180,0.00008919,0.00009127,272382.00000000,1587297599999,24.63065664,1465,130782.00000000,11.83279731,0
1587297600000,0.00009127,0.00009154,0.00008550,0.00008629,1012184.00000000,1587311999999,89.01549545,3803,402876.00000000,35.40357262,0
1587312000000,0.00008632,0.00008674,0.00008360,0.00008477,965697.00000000,1587326399999,82.20982219,3294,323917.00000000,27.59514657,0
1587326400000,0.00008485,0.00008680,0.00008329,0.00008477,423315.00000000,1587340799999,35.99296438,1600,186750.00000000,15.91209185,0
1587340800000,0.00008478,0.00008650,0.00008413,0.00008454,316755.00000000,1587355199999,26.93734966,1023,156769.00000000,13.35993534,0
1587355200000,0.00008474,0.00008577,0.00008474,0.00008507,273276.00000000,1587369599999,23.29690416,710,113003.00000000,9.63801521,0
1587369600000,0.00008507,0.00008913,0.00008383,0.00008462,1142645.00000000,1587383999999,99.09573402,3703,599130.00000000,52.03921431,0
1587384000000,0.00008445,0.00008474,0.00008222,0.00008329,649376.00000000,1587398399999,54.25558784,2401,255395.00000000,21.33634478,0
1587398400000,0.00008319,0.00008400,0.00007624,0.00007706,1417945.00000000,1587412799999,112.98881127,4576,549116.00000000,43.70246618,0
1587412800000,0.00007707,0.00007939,0.00007624,0.00007777,742660.00000000,1587427199999,57.65747514,2691,328942.00000000,25.55861137,0
1587427200000,0.00007777,0.00007943,0.00007750,0.00007802,243207.00000000,1587441599999,19.06680868,1445,108220.00000000,8.50921905,0
1587441600000,0.00007802,0.00007965,0.00007751,0.00007950,487340.00000000,1587455999999,38.19843299,1442,246736.00000000,19.35178339,0
1587456000000,0.00007949,0.00007983,0.00007455,0.00007685,902037.00000000,1587470399999,69.19175866,3874,355760.00000000,27.33291728,0
1587470400000,0.00007643,0.00007767,0.00007428,0.00007550,784083.00000000,1587484799999,59.62649891,2635,380964.00000000,28.97763461,0
1587484800000,0.00007552,0.00007950,0.00007535,0.00007879,829054.00000000,1587499199999,64.79928996,2676,493249.00000000,38.54405640,0
1587499200000,0.00007879,0.00008695,0.00007671,0.00008440,2894602.00000000,1587513599999,243.25409422,9931,1641472.00000000,137.89259700,0
1587513600000,0.00008422,0.00008887,0.00008387,0.00008472,1799869.00000000,1587527999999,155.67027333,7381,875630.00000000,75.78974790,0
1587528000000,0.00008469,0.00008788,0.00008270,0.00008742,1173931.00000000,1587542399999,100.02453706,4213,577348.00000000,49.26148512,0
